"","X","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","binned","stars"
"964",46715,"Spain","Only 400 cases of this top-level crianza were made, and it smells rich and good, with notes of ripe berry and plum and a mild syrupy note. Although it feels big, it's also fresh and layered, with pure berry, herb, spice and oak flavors. Toasty, smooth and elegant as a whole. Drink now–2015.","Crianza",91,19,"Northern Spain","Ribera del Duero",NA,"Michael Schachner","@wineschach","Vecordia 2008 Crianza  (Ribera del Duero)","Tempranillo","Vecordia","3",2.75
"965",52671,"US","Handfuls of Cabernet Franc and Petit Verdot figure into this wine, a lovely, medium-bodied beauty that finds balance in its measured use of oak. Vanilla, plum and bold jolts of pepper and cinnamon combine well on the lengthy palate.","Estate Grown",92,35,"California","Napa Valley","Napa","Virginie Boone","@vboone","Ballentine 2014 Estate Grown Merlot (Napa Valley)","Merlot","Ballentine","3",3
"966",76966,"France","While the wine's surface is smooth, underneath there are firm, dry tannins that offer potential for power. New wood flavors are still prominent, indicating that this is still a wine in development.",NA,91,NA,"Bordeaux","Saint-Émilion",NA,"Roger Voss","@vossroger","Sanctus 2009  Saint-Émilion","Bordeaux-style Red Blend","Sanctus","3",2.75
"967",73467,"France","What appears as apply, plummy fruit on the nose gains ample spice on the palate. Fermented and aged in used barriques, this wine has an unusual style that really demands food. It's fresh and fruity but with added roundness from wood.","Barriques",89,27,"Alsace","Alsace",NA,"Anne Krebiehl MW","@AnneInVino","Domaine Ostertag 2014 Barriques Pinot Blanc (Alsace)","Pinot Blanc","Domaine Ostertag","2",2.25
"968",50789,"US","Pale in color with a pink/orange tinge, this is an aromatically appealing wine with notes of strawberry, sour cherry, cedar, and mint. It's delicate and light with tart fruit flavors.",NA,86,15,"Oregon","Oregon","Oregon Other","Sean P. Sullivan","@wawinereport","Primarius 2011 Pinot Noir (Oregon)","Pinot Noir","Primarius","1",1.5
"969",57959,"US","Violet, lavender, espresso and cherry-cola syrup aromas show on the nose of this wine by interior designer Caren Rideau and industry veteran Andres Ibarra, who's been growing and making wine for decades. The palate offers blueberry, cedar ash and pencil shavings, but it shows quite a bit of grip and will require more patience to enjoy fully.","La Presa Vineyard",87,34,"California","Santa Ynez Valley","Central Coast","Matt Kettmann","@mattkettmann","Ibarra 2010 La Presa Vineyard Petite Sirah (Santa Ynez Valley)","Petite Sirah","Ibarra","2",1.75
"970",37465,"Australia","Toasty and nutty upfront, with hints of minerality showing through, this is a refined Chardonnay that should have the structure to age. Despite being barrel-fermented, there's no malolactic fermentation, so it stays crisp through the long finish that barely hints at pear and peach.",NA,90,85,"Victoria","Yarra Valley",NA,"Joe Czerwinski","@JoeCz","Mount Mary 2005 Chardonnay (Yarra Valley)","Chardonnay","Mount Mary","3",2.5
"971",106723,"US","Built around a core of acidity, this wine conveys a preponderance of cedar and sage, seemingly influenced by a softer variety like Merlot, of which it has 12%. Plum and black currant provide the fruit component, before a sizably tannic finish.",NA,90,50,"California","Napa Valley","Napa","Virginie Boone","@vboone","Bright Angel WInes 2013 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Bright Angel WInes","3",2.5
"972",111441,"US","Tastes like fruit-based syrup, with cherry and spice flavors. Lacks vivacity.",NA,82,28,"California","Paso Robles","Central Coast",NA,NA,"Pomar Junction 2008 Merlot (Paso Robles)","Merlot","Pomar Junction","0",0.5
"973",23337,"US","From an estate-farmed vineyard, this medium-bodied wine is earthy and aromatic in baked bread, with soft, moderate acidity. With length and breadth, it shows a tartness of black tea and stems, finishing in oak.","Rodgers Creek Vineyard",87,36,"California","Sonoma Coast","Sonoma","Virginie Boone","@vboone","Garnet Vineyards 2014 Rodgers Creek Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Garnet Vineyards","2",1.75
"974",97537,"Italy","This blend of Syrah (40%), Sangiovese, Alicante, Cabernet Sauvignon and Merlot offers creamy aromas of milk chocolate and blueberry followed by a chewy, slightly raw mouthfeel.",NA,87,14,"Tuscany","Maremma",NA,NA,NA,"Poggio Morino 2008  Maremma","Red Blend","Poggio Morino","2",1.75
"975",82997,"Spain","Aromas of brandied cherry and crème de cassis include a horsey sidenote and some heat. This sweet Monastrell smacks the palate with hard tannins. Flavors of black cherry, cassis and baked plum finish blocky.","Dulce Tinto",86,NA,"Levante","Jumilla",NA,"Michael Schachner","@wineschach","Casa de la Ermita 2014 Dulce Tinto Monastrell (Jumilla)","Monastrell","Casa de la Ermita","1",1.5
"976",95439,"Portugal","Bringing out the herbaceous side of Alvarinho, this is a freshly crisp wine. It has grapefruit and green apple flavors, with the acidity brightening the texture on the finish.",NA,87,NA,"Minho",NA,NA,"Roger Voss","@vossroger","Aveleda 2011 Alvarinho (Minho)","Alvarinho","Aveleda","2",1.75
"977",6844,"Italy","This Brunello opens with inky, dark concentration and definitely shows a chewy, almost raw quality of cherry fruit that will most likely disappear withdonn just two or three more years of cellar aging. Cola, spice, leather and smoke fill in the rear and the wine ends with crisp acidity.","Vigna Piaggia",91,60,"Tuscany","Brunello di Montalcino",NA,NA,NA,"Abbadia Ardenga 2008 Vigna Piaggia  (Brunello di Montalcino)","Sangiovese Grosso","Abbadia Ardenga","3",2.75
"978",98047,"France","A rich style of rosé that has some wood aging and a full-bodied texture. Strawberry fruit flavors dominate. Drink now.",NA,87,35,"Bordeaux","Bordeaux Rosé",NA,"Roger Voss","@vossroger","Château Brown 2012 Rosé (Bordeaux Rosé)","Rosé","Château Brown","2",1.75
"979",35239,"Chile","Muddled aromas break up with airing and fade from citrus and grass to vegetal and a bit dirty. The palate has gaps in it, while the flavors are a sketchy mix of bland citrus and mealy apple. Acceptable but not convincing.",NA,82,13,"Central Valley",NA,NA,"Michael Schachner","@wineschach","Maniña 2011 Sauvignon Blanc (Central Valley)","Sauvignon Blanc","Maniña","0",0.5
"980",50028,"US","With decent blackberry, cherry and oak flavors, this is an everyday Cabernet for drinking now. It's dry and tannic, and the finish is clean and spicy. The price makes it a good buy.",NA,85,11,"California","California","California Other",NA,NA,"Bogle 2011 Cabernet Sauvignon (California)","Cabernet Sauvignon","Bogle","1",1.25
"981",109862,"Spain","Feels sturdy and properly acidic, with melon, papaya and apple flavors running alongside almondy bitterness. Simple and quick on the finish; 60% Xarel-lo and 40% Chardonnay.","Petit Albet Made with Organic Grapes Chardonnay-Xarel-lo",86,13,"Catalonia","Penedès",NA,"Michael Schachner","@wineschach","Albet I Noya 2010 Petit Albet Made with Organic Grapes Chardonnay-Xarel-lo White (Penedès)","White Blend","Albet I Noya","1",1.5
"982",14989,"Italy","This shows smooth density and bright fruit flavors of blueberry and dried raspberry, with soft hints of cinnamon and dark chocolate. The wine's fine texture and freshness make it a perfect partner to fettuccine with meat sauce and grated pecorino cheese.","Morandina",88,NA,"Veneto","Valpolicella Superiore",NA,NA,NA,"Prà 2010 Morandina  (Valpolicella Superiore)","Corvina, Rondinella, Molinara","Prà","2",2
"983",51092,"US","Delicious, if a little superripe, with chocolate and raisin-infused blackberry and cherry flavors. Feels soft and melted in the mouth, but dry, and the tannic structure is rewardingly plush.","Jersey Girl",87,36,"California","Paso Robles","Central Coast",NA,NA,"Jada Vineyard & Winery 2005 Jersey Girl Syrah (Paso Robles)","Syrah","Jada Vineyard & Winery","2",1.75
"984",20550,"US","Brander's Au Naturel is the winery's highest expression of unoaked Sauvignon Blanc, and the 2011 is one of their greatest ever. Dry and crisp with acidity, it's fabulously complex with flavors of citrus and tropical fruit, green apple, gooseberry, minerals, spices and dried herbs.","Au Natural",92,32,"California","Santa Ynez Valley","Central Coast",NA,NA,"Brander 2011 Au Natural Sauvignon Blanc (Santa Ynez Valley)","Sauvignon Blanc","Brander","3",3
"985",28766,"Argentina","Nicely integrated plum, cassis, cinnamon and mineral aromas come across with purpose. This feels healthy, lively and firm. Flavors of baked berry fruits, spice, pepper and a sauvage wildness finish steady and with warmth in layers. Drink through 2022.","Gala 2 Cabernet Sauvignon-Cabernet Franc-Merlot",91,38,"Mendoza Province","Mendoza",NA,"Michael Schachner","@wineschach","Luigi Bosca 2013 Gala 2 Cabernet Sauvignon-Cabernet Franc-Merlot Red (Mendoza)","Bordeaux-style Red Blend","Luigi Bosca","3",2.75
"986",64826,"US","A modern, popular Chardonnay made with very ripe tropical and pear fruit flavors and a strong oaky influence. Not very subtle, but will satisfy fans of the style.",NA,85,20,"California","Santa Barbara County","Central Coast",NA,NA,"Inception 2009 Chardonnay (Santa Barbara County)","Chardonnay","Inception","1",1.25
"987",54735,"US","Grenache (53%) takes the lead on this Rocks District wine followed by Syrah (37%) and Mourvèdre. The use of stems is apparent with aromas of cooked asparagus and green olives followed by earth, smoke, herbs, mineral and cherry. The flavors are rich, focused and mesmerizing, with a velvety feel and a hyperextended, savory finish. It has a distinctive, love it or hate it style.","Stoney Vine Vineyard",93,35,"Oregon","Walla Walla Valley (OR)","Oregon Other","Sean P. Sullivan","@wawinereport","W.T. Vintners 2013 Stoney Vine Vineyard Red (Walla Walla Valley (OR))","Red Blend","W.T. Vintners","4",3.25
"988",123005,"US","Coming from the cool 2011 vintage, the aromas of herbs, apple and spice are light. It's medium bodied and creamy in feel with a lemony finish.","Zephyr Ridge Estate Bottled",86,22,"Washington","Horse Heaven Hills","Columbia Valley","Sean P. Sullivan","@wawinereport","Swiftwater Cellars 2011 Zephyr Ridge Estate Bottled Chardonnay (Horse Heaven Hills)","Chardonnay","Swiftwater Cellars","1",1.5
"989",2284,"US","Aged mostly in stainless steel with a touch of new French oak (10%), this has notes of toast and char along with freshly cut mango. It's on the lighter side of medium bodied, drinking just a hair off dry with a bitter note on the finish.",NA,85,15,"Oregon","Umpqua Valley","Southern Oregon","Sean P. Sullivan","@wawinereport","Girardet 2011 Chardonnay (Umpqua Valley)","Chardonnay","Girardet","1",1.25
"990",90240,"US","A rustic, everyday Cabernet, with enough blackberry and oak flavors to pass. It's rough in the mouth, with jagged tannins and an ashy note that's weird.",NA,82,25,"California","Napa Valley","Napa",NA,NA,"Wine Spots 2011 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Wine Spots","0",0.5
"991",120766,"France","Rich and smooth, this wine's structured tannins are fully integrated into its juicy fruit. It's a ripe bottling, and it shows a hint of wood aging in the form of a smoky character. The acidity is intense, which perks up the berry fruit. This promises to age.","Cent Vignes Premier Cru",92,54,"Burgundy","Beaune",NA,"Roger Voss","@vossroger","Domaine Jessiaume 2010 Cent Vignes Premier Cru  (Beaune)","Pinot Noir","Domaine Jessiaume","3",3
"992",20368,"US","This 100% Cabernet is so rich with blackberries, black currants and oak, you might be tempted to drink it now. Don't. It's a wine that will develop over many years. The tannins are thick and structured, and the acidity balanced. Begin drinking this beauty in 2018.","Game Ranch Single Vineyard Selection PLUS",94,150,"California","Oakville","Napa",NA,NA,"Goldschmidt 2008 Game Ranch Single Vineyard Selection PLUS Cabernet Sauvignon (Oakville)","Cabernet Sauvignon","Goldschmidt","4",3.5
"993",52953,"US","Here's a dry, stylish Merlot that will take a supporting role on the table, rather than trying to dominate it. It's fairly tannic but well-structured, with subtle flavors of dried cherries, red currants, pepper and violets. Drink now.",NA,88,30,"California","Napa Valley","Napa",NA,NA,"Madrigal 2005 Merlot (Napa Valley)","Merlot","Madrigal","2",2
"994",88187,"US","Among all eight of the winery's current Rieslings, this was the least accessible upon opening. With ample breathing time it began to show more aromatics, with flavors of orange and pear in a nicely concentrated, well-balanced package. This is the one to decant!","Coast Range Estate",93,28,"Oregon","Willamette Valley",NA,"Paul Gregutt","@paulgwine ","Trisaetum 2014 Coast Range Estate Riesling","Riesling","Trisaetum","4",3.25
"995",126413,"US","At the age of nearly seven years, it's ready to drink now. It's soft and mellow, and the fruit is fading, leaving behind the taste of alcohol and raisins.","Coyote Crest",86,65,"California","Alexander Valley","Sonoma",NA,NA,"Munselle 2006 Coyote Crest Cabernet Sauvignon (Alexander Valley)","Cabernet Sauvignon","Munselle","1",1.5
"996",2565,"US","Playful and nearly effervescent on the nose with lemon-lime soda notes and a sparkling pear-cider character, this bottling also shows aromas of pink grapefruit and pink lemonade sorbet. Tart lime and lemon verbena pop on the palate as does melon pith, with a slight herbal character on the finish.","Paragon Vineyard",89,20,"California","Edna Valley","Central Coast","Matt Kettmann","@mattkettmann","Zocker 2014 Paragon Vineyard Grüner Veltliner (Edna Valley)","Grüner Veltliner","Zocker","2",2.25
